,title,description,description_img,information
192,紅毛港文化園區,來這裡，和我們一起穿梭400年時空，搜尋紅毛港聚落歷史古蹟的文化風貌；見證高雄開港發展百年歷程。,"[{'img_alt': '紅毛港文化園區', 'img_src': 'https://khh.travel/Image/20643/?r=1591251898483'}, {'img_alt': '高字塔旋轉餐廳', 'img_src': 'https://khh.travel/Image/20649/?r=1591251961769'}, {'img_alt': '觀海平台', 'img_src': 'https://khh.travel/Image/20648/?r=1591252007512'}, {'img_alt': '影音展示館', 'img_src': 'https://khh.travel/Image/20647/?r=1591252081329'}, {'img_alt': '互動展示館', 'img_src': 'https://khh.travel/Image/20640/?r=1591252084588'}, {'img_alt': '展示館互動投影', 'img_src': 'https://khh.travel/Image/20646/?r=1591252085926'}, {'img_alt': '戶外展示區-房屋', 'img_src': 'https://khh.travel/Image/20644/?r=1591252114681'}, {'img_alt': '戶外展示區建築', 'img_src': 'https://khh.travel/Image/20645/?r=1591252115375'}, {'img_alt': '天空步道', 'img_src': 'https://khh.travel/Image/20641/?r=1591252125964'}, {'img_alt': '天空步道樓梯', 'img_src': 'https://khh.travel/Image/20642/?r=1591252126589'}]","{'phone': '+886-7-8711815', 'address': '高雄市小港區南星路2808號', 'googleMap': 'https://www.google.com/maps/place/22.5495,120.31776?hl=zh-tw', 'openingHours': '平日：15:00–20:00(售票到19:00，週三公休)假日：10:00–21:00(售票到20:00)', 'ticketInformation': None}"
193,新威森林公園,新威森林公園位於高雄市六龜區荖濃溪西岸的台地上，海拔約200公尺，本為荖濃溪舊河床的一部份，昔日因土質優良而建為苗圃，居民稱為「坪頂」。佔地30甲，以種植樹苗為主，培植的樣種多達200餘種，為全臺最大的苗圃之一，其中以桃花心木、竹子、杉木最多。,[],"{'phone': '+886-7-6871234', 'address': '高雄市六龜區新威里171號', 'googleMap': 'https://www.google.com/maps/place/22.89351,120.62307?hl=zh-tw', 'openingHours': '08:30–17:30', 'ticketInformation': None}"
194,高雄都會公園,公園面積廣達九十五公頃，園內綠樹扶疏，彷彿走進森林一般,"[{'img_alt': '高雄都會公園07', 'img_src': 'https://khh.travel/Image/659/?r=1590507355563'}]","{'phone': '+886-7-3656103', 'address': '高雄市楠梓區德民路24號', 'googleMap': 'https://www.google.com/maps/place/22.73328,120.31042?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
195,義大世界,全臺唯一結合主題樂園、表演劇院、星級飯店、Outlet Mall等複合式休閒渡假村，是大人購物、小孩玩樂的好去處。,"[{'img_alt': '俯瞰義大世界，映入眼簾的是融合歐式與希臘風格的壯觀建築，還有南臺灣最高的摩天輪，讓遊客在高空中飽覽大高雄的迷人景致。', 'img_src': 'https://khh.travel/Image/55711/?r=1740466063667'}, {'img_alt': '義大遊樂世界在特定節慶與活動期間推出繽紛熱鬧的日間遊行，為遊客帶來活力滿滿的視覺盛宴。', 'img_src': 'https://khh.travel/Image/55713/?r=1740466078358'}, {'img_alt': '園內分為衛城、聖托里尼山城和特洛伊城堡3個主題區，遊樂設施數量目前位居全臺第一。', 'img_src': 'https://khh.travel/Image/55712/?r=1740466086261'}, {'img_alt': '夜幕低垂，義大世界購物廣場在燈光映照下更顯氣派壯觀。', 'img_src': 'https://khh.travel/Image/55715/?r=1740466569052'}, {'img_alt': '夕陽餘暉下，123廣場設有熱門打卡景點「魔法時光鐘」，為廣場增添了童話般的氛圍。', 'img_src': 'https://khh.travel/Image/55716/?r=1740466553484'}, {'img_alt': '位於購物廣場的南台灣最高摩天輪，白天可遠眺大高雄美景，夜晚可沉浸於星空與128種燈光圖騰變幻之中。', 'img_src': 'https://khh.travel/Image/55714/?r=1740466584867'}, {'img_alt': '夜晚的義大皇家酒店與摩天輪相互輝映，浪漫氛圍令人流連忘返。', 'img_src': 'https://khh.travel/Image/55718/?r=1740466751775'}, {'img_alt': '義大皇家酒店擁有歐式宮廷風格建築，坐擁650間客房，是結合奢華與舒適的五星級觀光飯店。', 'img_src': 'https://khh.travel/Image/55717/?r=1740466762239'}, {'img_alt': '義大天悅飯店擁有歐式建築風格，並以家庭房型為主，提供親子旅遊的舒適選擇。', 'img_src': 'https://khh.travel/Image/55719/?r=1740467272042'}, {'img_alt': '義大天悅飯店入口寬敞，搭配典雅的歐式建築，營造溫馨的迎賓氛圍。', 'img_src': 'https://khh.travel/Image/55720/?r=1740467273014'}]","{'phone': '07-656-8080', 'address': '高雄市大樹區學城路一段12號', 'googleMap': 'https://www.google.com/maps/place/22.72984,120.40673?hl=zh-tw', 'openingHours': None, 'ticketInformation': None}"
196,高屏溪斜張橋,,[],"{'phone': '+886-7-6512003', 'address': '高雄市大樹區大樹區與屏東縣九如鄉交界處', 'googleMap': 'https://www.google.com/maps/place/22.7656,120.45015?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
197,嗡嗡大峽谷,,[],"{'phone': '+886-7-6701001', 'address': '高雄市那瑪夏區', 'googleMap': 'https://www.google.com/maps/place/23.2092,120.67798?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
198,竹滬明寧靖王廟-華山殿,,[],"{'phone': '+886-7-6982834', 'address': '高雄市路竹區竹滬里華山路7號', 'googleMap': 'https://www.google.com/maps/place/22.86342,120.2289?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
199,旗山車站-糖鐵故事館,旗山火車站建於西元1913年~1915年，淡藍色的外觀十分迷人，遊客不僅爭相與車站合照，更是旗山當地最知名的地標。,[],"{'phone': '+886-7-6621228', 'address': '高雄市旗山區中山路1號', 'googleMap': 'https://www.google.com/maps/place/22.88462,120.48197?hl=zh-tw', 'openingHours': '平日：10:00–18:00(週二公休)假日：10:00–19:00', 'ticketInformation': None}"
200,旗津貝殼館,旗津貝殼展示館收藏規模堪稱國內首屈一指，展示約有2000多種貝類和約200種蟹類的標本，5大天王貝殼全到齊。,[],"{'phone': '+886-7-5718920', 'address': '高雄市旗津區旗津三路887號2F', 'googleMap': 'https://www.google.com/maps/place/22.60115,120.27425?hl=zh-tw', 'openingHours': '09:00–17:00(週一公休，連假期間開放)', 'ticketInformation': None}"
201,旗津風車公園,,"[{'img_alt': '旗津風車公園', 'img_src': 'https://khh.travel/Image/20070/?r=1590475585383'}, {'img_alt': '旗津風車公園夕陽照', 'img_src': 'https://khh.travel/Image/20066/?r=1590475594637'}]","{'phone': '+886-7-5712500', 'address': '高雄市旗津區旗津二路', 'googleMap': 'https://www.google.com/maps/place/22.58829,120.28415?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
202,愛河,白天的清新秀麗，天色一暗便流露風情萬種的浪漫，乘愛之船，細聽愛河故事，欣賞水波蕩漾的夢幻河岸風光，開啟一段愛河之旅。,"[{'img_alt': '愛河空拍', 'img_src': 'https://khh.travel/Image/37509/?r=1642738034571'}, {'img_alt': '愛河日景', 'img_src': 'https://khh.travel/Image/20404/?r=1642738150823'}, {'img_alt': '高雄愛河假日文創餐車市集點亮愛河河畔', 'img_src': 'https://khh.travel/Image/20500/?r=1642738157296'}, {'img_alt': '愛河空拍景色', 'img_src': 'https://khh.travel/Image/37511/?r=1642738102298'}, {'img_alt': '愛河經典的浪漫夜景', 'img_src': 'https://khh.travel/Image/18459/?r=1642738116734'}, {'img_alt': '愛河之心', 'img_src': 'https://khh.travel/Image/18656/?r=1590458862106'}, {'img_alt': '搭乘多拉船遊愛河', 'img_src': 'https://khh.travel/Image/34288/?r=1620201036240'}, {'img_alt': '貢多拉行經橋下', 'img_src': 'https://khh.travel/Image/37516/?r=1642738071557'}, {'img_alt': '愛河貢多拉船', 'img_src': 'https://khh.travel/Image/34289/?r=1620201037150'}]","{'phone': '+886-7-7995678', 'address': '高雄市前金區同盟路接前金區河東路、河西路', 'googleMap': 'https://www.google.com/maps/place/22.62483,120.28904?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
203,十鼓橋糖文創園區,十鼓將百年歷史停產閒置的糖廠廠區空間再造，保留台糖歷史原貌，注入鼓樂藝術新生命，創造出台灣糖業史與鼓樂藝術史的奇蹟。,"[{'img_alt': '橋頭十鼓文創園區-打鼓教學', 'img_src': 'https://khh.travel/Image/18446/?r=1586426104689'}, {'img_alt': '橋頭十鼓文創園區-販售部', 'img_src': 'https://khh.travel/Image/18388/?r=1586426128268'}, {'img_alt': '橋頭十鼓文創園區-導覽地圖', 'img_src': 'https://khh.travel/Image/18392/?r=1586422594462'}]","{'phone': '+886-7-6119629', 'address': '高雄市橋頭區糖廠路24號', 'googleMap': 'https://www.google.com/maps/place/22.75885,120.31308?hl=zh-tw', 'openingHours': '09:30–17:00', 'ticketInformation': None}"
204,大坪頂熱帶植物園,,[],"{'phone': '+886-7-8913546', 'address': '高雄市小港區高坪十九街2號', 'googleMap': 'https://www.google.com/maps/place/22.55653,120.38938?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
205,鳳山溪綠園道,,[],"{'phone': '+886-7-7422111', 'address': '高雄市鳳山區鳳山溪旁的綠帶', 'googleMap': 'https://www.google.com/maps/place/22.61713,120.35957?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
206,澄瀾砲台,,"[{'img_alt': '澄瀾砲台橋', 'img_src': 'https://khh.travel/Image/20016/?r=1590127746621'}]","{'phone': '+886-7-7422111', 'address': '高雄市鳳山區復興街與立志街口', 'googleMap': 'https://www.google.com/maps/place/22.62393,120.35472?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
207,澄清湖棒球場,,[],"{'phone': '+886-7-7229449#213', 'address': '高雄市鳥松區鳥松村大埤路113號', 'googleMap': 'https://www.google.com/maps/place/22.6546,120.35905?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
208,衛武營都會公園,,"[{'img_alt': '衛武營公園04', 'img_src': 'https://khh.travel/Image/1411/?r=1590507665418'}, {'img_alt': '衛武營公園05', 'img_src': 'https://khh.travel/Image/1412/?r=1590507671598'}]","{'phone': '+886-7-3421418', 'address': '高雄市鳳山區新強里15鄰輜汽路281號', 'googleMap': 'https://www.google.com/maps/place/22.61977,120.33954?hl=zh-tw', 'openingHours': '戶外：06:00–22:00服務中心：08:30–11:30；14:00–17:00', 'ticketInformation': None}"
209,玫瑰聖母聖殿主教座堂,,"[{'img_alt': '玫瑰聖母聖殿主教座堂', 'img_src': 'https://khh.travel/Image/1421/?r=1590476383257'}, {'img_alt': '玫瑰聖母聖殿主教座堂', 'img_src': 'https://khh.travel/Image/1419/?r=1590476421541'}]","{'phone': '+886-7-2214434', 'address': '高雄市苓雅區五福三路151號', 'googleMap': 'https://www.google.com/maps/place/22.62032,120.29162?hl=zh-tw', 'openingHours': '09:00–12:00；14:00–17:00(週日公休)', 'ticketInformation': None}"
210,大崗山超峰寺,位在大崗山山頂的超峰寺，坐擁絕佳的遼闊視野，將大崗山下的景觀一覽無遺。,"[{'img_alt': '大岡山超峰寺景色優美', 'img_src': 'https://khh.travel/Image/42845/?r=1673345013518'}, {'img_alt': '大崗山超峰寺入口', 'img_src': 'https://khh.travel/Image/43049/?r=1674122993268'}, {'img_alt': '大岡山超峰寺神像', 'img_src': 'https://khh.travel/Image/42849/?r=1674122998838'}]","{'phone': '+886-7-6332754', 'address': '高雄市阿蓮區崗山里崗山5號', 'googleMap': 'https://www.google.com/maps/place/22.85466,120.34265?hl=zh-tw', 'openingHours': '04:00–20:30', 'ticketInformation': None}"
211,諦願寺,諦願寺位於六龜區紅水坑，鄰近彩蝶谷與荖濃溪，是鳥松圓照寺的分院，與神威天台山、妙崇寺並列六龜三大寺廟。諦願寺主祀釋迦牟尼佛和地藏菩薩，信徒眾多，平日即香火鼎盛。在群山的環繞下，背山面水的諦願寺顯得幽靜沉潛，悠然超塵。,[],"{'phone': '+886-7-6891688', 'address': '高雄市六龜區紅水坑11之1號', 'googleMap': 'https://www.google.com/maps/place/23.01094,120.63856?hl=zh-tw', 'openingHours': '09:00–17:00', 'ticketInformation': None}"
212,鴨母王朱一貴文化園區,,[],"{'phone': '+886-7-6671400', 'address': '高雄市內門區光興里鴨母寮8-10號', 'googleMap': 'https://www.google.com/maps/place/22.93946,120.45337?hl=zh-tw', 'openingHours': '06:00–21:00', 'ticketInformation': None}"
213,茂林三大名山-龍頭山、蛇頭山與龜形山,,[],"{'phone': '+886-7-6801045', 'address': '高雄市茂林區', 'googleMap': 'https://www.google.com/maps/place/22.91176,120.68753?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
214,永齡杉林有機農業園區,,[],"{'phone': '+886-7-6775068', 'address': '高雄市杉林區上平里山仙路19鄰288號', 'googleMap': 'https://www.google.com/maps/place/22.97752,120.55051?hl=zh-tw', 'openingHours': '09:00–17:00', 'ticketInformation': None}"
215,三鳳宮,,[],"{'phone': '+886-7-2871851', 'address': '高雄市三民區河北二路134號', 'googleMap': 'https://www.google.com/maps/place/22.63584,120.29416?hl=zh-tw', 'openingHours': '06:00-22:00', 'ticketInformation': None}"
216,城邑左營慈濟宮,,[],"{'phone': '+886-7-5819286', 'address': '高雄市左營區蓮潭路9號', 'googleMap': 'https://www.google.com/maps/place/22.68091,120.29138?hl=zh-tw', 'openingHours': '07:00–21:00', 'ticketInformation': None}"
217,西臨港線自行車道,,[],"{'phone': '+886-7-3314346', 'address': '高雄市鼓山區(延高雄港)', 'googleMap': 'https://www.google.com/maps/place/22.61903,120.27674?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
218,鳳山溪前鎮河自行車路線,,"[{'img_alt': '鳳山溪前鎮河自行車路線04', 'img_src': 'https://khh.travel/Image/770/?r=1590547533292'}, {'img_alt': '鳳山溪前鎮河自行車路線07', 'img_src': 'https://khh.travel/Image/773/?r=1590547520381'}]","{'phone': '+886-7-3314346', 'address': '高雄市前鎮區', 'googleMap': 'https://www.google.com/maps/place/22.59366,120.3172?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
219,茄萣漁村風情自行車路線,,[],"{'phone': '+886-7-3314346', 'address': '高雄市茄萣區興達港情人碼頭', 'googleMap': 'https://www.google.com/maps/place/22.87773,120.21172?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
220,國立科學工藝博物館,沉浸式劇場、3D電影院引領遊客進入科學殿堂，各項結合科技及生活的特展、多樣的互動體驗設施，深入淺出傳遞科學知識，兼具教育與趣味性。,"[{'img_alt': '國立科學工藝博物館渾天儀', 'img_src': 'https://khh.travel/Image/43535/?r=1675526337605'}, {'img_alt': '國立科學工藝博物館外觀', 'img_src': 'https://khh.travel/Image/43536/?r=1675526395056'}, {'img_alt': '國立科學工藝博物館以應用科學為主題', 'img_src': 'https://khh.travel/Image/43533/?r=1675526356023'}, {'img_alt': '以應用科學為主題的國立科學工藝博物館', 'img_src': 'https://khh.travel/Image/43529/?r=1675526417454'}]","{'phone': '+886-7-3800089', 'address': '高雄市三民區三民區九如一路720號', 'googleMap': 'https://www.google.com/maps/place/22.64149,120.32255?hl=zh-tw', 'openingHours': '09:00–17:00(售票到16:00，週一公休)', 'ticketInformation': None}"
221,南海紫竹寺,,[],"{'phone': '+886-7-6671400', 'address': '高雄市內門區內豐里內埔82號', 'googleMap': 'https://www.google.com/maps/place/22.94175,120.46137?hl=zh-tw', 'openingHours': '05:00–21:30', 'ticketInformation': None}"
222,鳳山城隍廟,,[],"{'phone': '+886-7-7468360', 'address': '高雄市鳳山區鳳明街66號', 'googleMap': 'https://www.google.com/maps/place/22.62726,120.35919?hl=zh-tw', 'openingHours': '05:30–21:00', 'ticketInformation': None}"
223,旗後礮臺（旗后砲台）,曾是扼守高雄港的軍事要地，站上居高臨下的礮臺，無死角欣賞高雄的美麗海港。,"[{'img_alt': '旗后砲台', 'img_src': 'https://khh.travel/Image/43409/?r=1675152347466'}, {'img_alt': '旗后砲台2', 'img_src': 'https://khh.travel/Image/43411/?r=1675152362128'}]","{'phone': '+886-7-2225136', 'address': '高雄市旗津區旗後山上', 'googleMap': 'https://www.google.com/maps/place/22.61303,120.2641?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
224,勞工公園,,[],"{'phone': '+886-7-7995678', 'address': '高雄市前鎮區中山三路', 'googleMap': 'https://www.google.com/maps/place/22.60726,120.30931?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
225,FLOMO富樂夢橡皮擦觀光工廠,,"[{'img_alt': '商店照', 'img_src': 'https://khh.travel/Image/2006/?r=1590512403329'}, {'img_alt': '職人體驗', 'img_src': 'https://khh.travel/Image/2010/?r=1590512414659'}]","{'phone': '07-6996173', 'address': '高雄市湖內區中山路二段42號', 'googleMap': 'https://www.google.com/maps/place/22.9034,120.23132?hl=zh-tw', 'openingHours': '假日、例假日、寒暑假  09:30-16:30', 'ticketInformation': None}"
226,台灣螺絲博物館,從傳統基礎產業到航太、生技醫學，上萬種規格的螺絲串起龐大經濟體，螺絲博物館是臺灣螺絲產業研發、展示、教學的基地,"[{'img_alt': '台灣螺絲博物館03', 'img_src': 'https://khh.travel/Image/852/?r=1590511384970'}]","{'phone': '+886-7-6217255', 'address': '高雄市岡山區壽天里岡山路533-2號', 'googleMap': 'https://www.google.com/maps/place/22.80156,120.28688?hl=zh-tw', 'openingHours': '早上9:00~中午12：00、下午1:00~下午 4：00 每週一及每月第一個週二「休館」', 'ticketInformation': None}"
227,航空教育展示館,航空教育展示館位於空軍官校內，展示館以教育、航太、科技、專業為宗旨，有效推動全民航空教育，形成岡山特有的空軍文化。,"[{'img_alt': '飛機展示區', 'img_src': 'https://khh.travel/Image/19993/?r=1590126662623'}, {'img_alt': '舊飛機展示區', 'img_src': 'https://khh.travel/Image/19995/?r=1590126672963'}, {'img_alt': '航空教育展示館小朋友繪圖', 'img_src': 'https://khh.travel/Image/19994/?r=1590126681181'}]","{'phone': '07-6258111', 'address': '高雄市岡山區致遠路55號', 'googleMap': 'https://www.google.com/maps/place/22.79416,120.26907?hl=zh-tw', 'openingHours': '每日08:00-17:00購票入館(最後購票入館時間為16:00)◆憑航教館門票，30日內可免費參觀軍史館(週六/日09:00~16:00開放)', 'ticketInformation': None}"
228,中芸漁港,,[],"{'phone': '+886-7-7995678', 'address': '高雄市林園區漁港路2號', 'googleMap': 'https://www.google.com/maps/place/22.48336,120.39905?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
229,原頂林仔邊警察官吏派出所(林園歷史教室),,"[{'img_alt': '原頂林仔邊警察官吏派出所_所長宿舍廊道', 'img_src': 'https://khh.travel/Image/47517/?r=1699257473741'}]","{'phone': '+886-7-6428600', 'address': '高雄市林園區福興街97號', 'googleMap': 'https://www.google.com/maps/place/22.5050415429704,120.3945209831?hl=zh-tw', 'openingHours': '平日：10：00–17：00 (週一公休)假日：09：00–18：00 休館：12：00-13：00', 'ticketInformation': None}"
230,二仁溪親水公園,,[],"{'phone': '+886-7-7995678', 'address': '高雄市阿蓮區二仁溪旁', 'googleMap': 'https://www.google.com/maps/place/22.88629,120.33049?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
231,高雄市勞工博物館,百年來高雄一直是工業發展的重地，加工出口區更曾創造台灣經濟奇蹟，高雄市的勞動人口眾多、勞動文化豐沛而多元，進而發展出工業大城獨一無二的風土面貌。為了保持及分享高雄珍貴的經濟成長脈絡及勞動文化價值，2009年特地於駁二藝術特區成立了全國唯一的勞工博物館，以蒐藏、研究、保存和維護與國內外勞動議題相關的史料與文化資產為理念，透過互動式展覽、推廣教育、出版與戲劇等多元藝文活動，讓民眾了解台灣勞工的生命故事與文化價值。,[],"{'phone': '+886-7-2160509', 'address': '高雄市前金區中正四路261號', 'googleMap': 'https://www.google.com/maps/place/22.62713,120.28988?hl=zh-tw', 'openingHours': '週一至週六，上午9點至下午5點，免費參觀', 'ticketInformation': None}"
232,高雄市二二八和平公園,悠悠河水洗盡歷史塵埃，提醒世人對歷史悲劇選擇原諒但不容忽視，後人必需尊重生命與和平的可貴，方能使臺灣的族群和諧、民主自由更加進步,"[{'img_alt': '228紀念公園+228紀念碑02', 'img_src': 'https://khh.travel/Image/870/?r=1590507522271'}, {'img_alt': '228紀念公園+228紀念碑06', 'img_src': 'https://khh.travel/Image/874/?r=1590507535806'}]","{'phone': '+886-7-7995678', 'address': '高雄市鹽埕區中正四路', 'googleMap': 'https://www.google.com/maps/place/22.62551,120.28763?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
233,立德棒球場,,[],"{'phone': '+886-7-2710836', 'address': '高雄市前金區市中一路217號', 'googleMap': 'https://www.google.com/maps/place/22.62994,120.2893?hl=zh-tw', 'openingHours': '依賽事舉辦時間開放', 'ticketInformation': None}"
234,城市光廊,,"[{'img_alt': '城市光廊04', 'img_src': 'https://khh.travel/Image/878/?r=1590506872806'}, {'img_alt': '城市光廊07', 'img_src': 'https://khh.travel/Image/881/?r=1590506886906'}]","{'phone': '+886-7-7995678', 'address': '高雄市前金區中華三路6號', 'googleMap': 'https://www.google.com/maps/place/22.62305,120.2989?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
235,林園海洋濕地公園,比鄰台灣海峽，袖珍型濕地內蘊藏著豐富的生態樂園，除了有150年前生成的紅樹林，更有全台難得一見的倒立水母浮遊。,"[{'img_alt': '林園海洋濕地公園', 'img_src': 'https://khh.travel/Image/37283/?r=1642604768069'}, {'img_alt': '林園海洋濕地公園園區', 'img_src': 'https://khh.travel/Image/37285/?r=1642604742549'}, {'img_alt': '林園海洋濕地公園園區設施', 'img_src': 'https://khh.travel/Image/37286/?r=1642604744100'}, {'img_alt': '林園海洋濕地公園園區景色', 'img_src': 'https://khh.travel/Image/37291/?r=1642604817245'}, {'img_alt': '林園海洋濕地公園海堤', 'img_src': 'https://khh.travel/Image/37292/?r=1642604789551'}, {'img_alt': '林園海洋濕地公園水母湖自然生態', 'img_src': 'https://khh.travel/Image/37290/?r=1642604832253'}, {'img_alt': '倒立水母', 'img_src': 'https://khh.travel/Image/1601/?r=1642604841139'}, {'img_alt': '倒立水母', 'img_src': 'https://khh.travel/Image/1602/?r=1642604842535'}]","{'phone': '+886-7-3368333', 'address': '高雄市林園區半廓路', 'googleMap': 'https://www.google.com/maps/place/22.49176,120.38572?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
236,旗津彩虹教堂,象徵雨過天晴的彩虹，因為旗津美麗的海岸線而停留，更讓高雄這座以愛聞名的城市，增添海洋浪漫氣息。,[],"{'phone': None, 'address': '高雄市旗津區旗津三路990號', 'googleMap': 'https://www.google.com/maps/place/22.60234,120.27345?hl=zh-tw', 'openingHours': '星期日：06:00 – 16:00星期一：06:00 – 16:00星期二：06:00 – 16:00星期三：06:00 – 16:00星期四：06:00 – 16:00星期五：06:00 – 16:00星期六：06:00 – 16:00', 'ticketInformation': None}"
237,MLD台鋁,,[],"{'phone': '+886-7-5365388', 'address': '高雄市前鎮區忠勤路8號', 'googleMap': 'https://www.google.com/maps/place/22.60394,120.3037?hl=zh-tw', 'openingHours': 'MLD Reading：11:30–21:30MLD Cinema：09:30至晚場播映結束MLD Fresh：11:30–21:30美食街：11:20–21:00 晶綺盛宴訂席中心：10:00–21:00', 'ticketInformation': None}"
238,馬玉山紅頂穀創穀物文創樂園(馬玉山觀光工廠),,"[{'img_alt': '穀創指示牌', 'img_src': 'https://khh.travel/Image/19711/?r=1589184795423'}, {'img_alt': '磨穀樂DIY', 'img_src': 'https://khh.travel/Image/19709/?r=1589185037856'}, {'img_alt': '手作金磚 鳳梨酥DIY', 'img_src': 'https://khh.travel/Image/1617/?r=1589185048245'}, {'img_alt': '穀倉咖啡', 'img_src': 'https://khh.travel/Image/19710/?r=1589184927302'}]","{'phone': '+886-7-3460333', 'address': '高雄市左營區民族一路709號', 'googleMap': 'https://www.google.com/maps/place/22.67201,120.31748?hl=zh-tw', 'openingHours': '星期日：09:00 – 17:00星期一：休息星期二：09:00 – 17:00星期三：09:00 – 17:00星期四：09:00 – 17:00星期五：09:00 – 17:00星期六：09:00 – 17:00', 'ticketInformation': None}"
239,六龜大佛,佛身24公尺、重達167公噸，前有秀麗的荖濃溪蜿蜒迤邐、背倚連綿雄偉的中央山脈，天然美景更襯托大佛的法相慈悲莊嚴。,"[{'img_alt': '六龜大佛 (2)', 'img_src': 'https://khh.travel/Image/37580/?r=1642746015753'}, {'img_alt': '六龜大佛 (5)', 'img_src': 'https://khh.travel/Image/37579/?r=1642746029266'}, {'img_alt': '六龜大佛 (1)', 'img_src': 'https://khh.travel/Image/37576/?r=1642746057120'}, {'img_alt': '六龜大佛 (3)', 'img_src': 'https://khh.travel/Image/37577/?r=1642746045569'}]","{'phone': '+886-7-6791133', 'address': '高雄市六龜區新發里新開27-1號', 'googleMap': 'https://www.google.com/maps/place/23.05517,120.67863?hl=zh-tw', 'openingHours': '08:00–17:00', 'ticketInformation': None}"
240,美濃文創中心,座落於美濃最古老的永安老街，1902年興建的「美濃警察分駐所」是和洋融和的巴洛克歷史建物，經過多年修復已是旅遊服務中心,[],"{'phone': '+886-7-6819265', 'address': '高雄市美濃區永安路212號', 'googleMap': 'https://www.google.com/maps/place/22.89978,120.54223?hl=zh-tw', 'openingHours': '星期日：09:00 – 18:00星期一：12:00 – 17:00星期二：12:00 – 17:00星期三：12:00 – 17:00星期四：12:00 – 17:00星期五：12:00 – 17:00星期六：09:00 – 18:00', 'ticketInformation': None}"
241,SKM Park,陽光、藍天、購物、玩樂、全台最強美式生活Outlets！,[],"{'phone': '+886-7-7969999', 'address': '高雄市前鎮區中安路1之1號', 'googleMap': 'https://www.google.com/maps/place/22.58259,120.32933?hl=zh-tw', 'openingHours': '星期日：10:30 – 22:00星期一：11:00 – 21:30星期二：11:00 – 21:30星期三：11:00 – 21:30星期四：11:00 – 21:30星期五：11:00 – 22:00星期六：10:30 – 22:00', 'ticketInformation': None}"
242,舊振南漢餅文化館,身為台灣漢餅領導品牌，讓民眾在輕鬆愉快的氛圍下，體驗手作烘焙的樂趣，享受飲食的美好與文化,"[{'img_alt': '舊振南漢餅文化館 ', 'img_src': 'https://khh.travel/Image/1673/?r=1590511878343'}, {'img_alt': '下午茶', 'img_src': 'https://khh.travel/Image/1671/?r=1590511886193'}]","{'phone': '+886-7-7018986', 'address': '高雄市大寮區捷西路298號(大寮捷運站1號出口)', 'googleMap': 'https://www.google.com/maps/place/22.6223,120.38907?hl=zh-tw', 'openingHours': '10:00–18:00(週一公休)', 'ticketInformation': None}"
243, i-Ride KAOHSIUNG 5D 飛行劇院,,"[{'img_alt': 'i-Ride環遊世界出國趣', 'img_src': 'https://khh.travel/Image/35873/?r=1633414882677'}]","{'phone': '+886-7-5372858', 'address': '高雄市前鎮區復興四路9號', 'googleMap': 'https://www.google.com/maps/place/22.60561,120.2989?hl=zh-tw', 'openingHours': '週三至週五09:30–12:00 | 13:00–17:00，最終入場時間16:30週六日及連續假日 09:30 - 17:00，最終入場時間16:30*10/10延長營業時間至19:00，最終入場時間19:00', 'ticketInformation': None}"
